ShipmentID,Shipment date,Shipment Year,Shipment Month,Shipment Day,Shipment Mode,Shipment Days - Scheduled,Delay Shipment
526,2016-10-28,2016,10,28,Standard Class,4,On time
527,2016-11-26,2016,11,26,Standard Class,4,Late
528,2017-05-16,2017,5,16,Standard Class,4,On time
529,2017-08-22,2017,8,22,Standard Class,4,On time
530,2015-12-18,2015,12,18,Standard Class,4,On time
531,2016-01-10,2016,1,10,Standard Class,4,Late
532,2016-03-14,2016,3,14,Standard Class,4,On time
533,2016-07-04,2016,7,4,Standard Class,4,On time
534,2016-08-30,2016,8,30,Standard Class,4,On time
535,2016-10-05,2016,10,5,Standard Class,4,On time
536,2017-04-23,2017,4,23,Standard Class,4,On time
537,2015-03-27,2015,3,27,Second Class,2,Late
538,2015-04-05,2015,4,5,Second Class,2,On time
539,2015-10-19,2015,10,19,Same Day,3,On time
540,2016-09-11,2016,9,11,Second Class,2,Late
541,2017-02-21,2017,2,21,Second Class,2,Late
542,2017-09-17,2017,9,17,Second Class,2,Late
543,2015-05-21,2015,5,21,Second Class,2,On time
544,2015-11-17,2015,11,17,Second Class,2,On time
545,2016-01-09,2016,1,9,Same Day,3,On time
546,2016-06-05,2016,6,5,Same Day,3,On time
547,2016-07-16,2016,7,16,Second Class,2,On time
548,2017-02-26,2017,2,26,Same Day,3,On time
549,2017-09-15,2017,9,15,Second Class,2,On time
550,2015-04-03,2015,4,3,Same Day,3,Late
551,2015-05-01,2015,5,1,Same Day,3,Late
552,2015-06-19,2015,6,19,Second Class,2,On time
553,2015-07-09,2015,7,9,Second Class,2,Late
554,2015-12-22,2015,12,22,First Class,1,Late
555,2016-01-25,2016,1,25,First Class,1,Late
556,2016-02-24,2016,2,24,First Class,1,Late
557,2016-06-21,2016,6,21,First Class,1,Late
558,2016-06-29,2016,6,29,Second Class,2,On time
559,2016-08-22,2016,8,22,Second Class,2,Late
560,2016-10-12,2016,10,12,First Class,1,Late
561,2016-11-07,2016,11,7,First Class,1,Late
562,2016-11-14,2016,11,14,First Class,1,Late
563,2017-04-26,2017,4,26,First Class,1,Late
564,2017-08-08,2017,8,8,Second Class,2,On time
565,2017-09-11,2017,9,11,First Class,1,Late
566,2015-05-15,2015,5,15,Standard Class,4,On time
567,2015-08-18,2015,8,18,Standard Class,4,On time
568,2016-04-13,2016,4,13,Standard Class,4,On time
569,2017-03-25,2017,3,25,Standard Class,4,On time
570,2017-05-27,2017,5,27,Standard Class,4,On time
571,2017-08-22,2017,8,22,Standard Class,4,Late
572,2015-01-22,2015,1,22,Standard Class,4,On time
573,2016-03-19,2016,3,19,Standard Class,4,Late
574,2016-07-12,2016,7,12,Standard Class,4,On time
575,2016-10-25,2016,10,25,Standard Class,4,Late
576,2017-07-23,2017,7,23,Standard Class,4,On time
577,2015-07-27,2015,7,27,Standard Class,4,Late
578,2017-04-17,2017,4,17,Standard Class,4,On time
579,2015-01-26,2015,1,26,First Class,1,Late
580,2016-10-03,2016,10,3,Same Day,3,On time
581,2016-11-24,2016,11,24,Second Class,2,Late
582,2017-02-21,2017,2,21,Second Class,2,On time
583,2015-02-14,2015,2,14,Second Class,2,Late
584,2015-03-24,2015,3,24,Second Class,2,On time
585,2015-07-16,2015,7,16,First Class,1,Late
586,2015-11-19,2015,11,19,Second Class,2,Late
587,2015-12-07,2015,12,7,Second Class,2,Late
588,2016-07-28,2016,7,28,Same Day,3,On time
589,2015-02-21,2015,2,21,Standard Class,4,Late
590,2015-10-12,2015,10,12,Standard Class,4,On time
591,2016-04-17,2016,4,17,Standard Class,4,Late
592,2016-10-28,2016,10,28,Standard Class,4,Late
593,2017-08-13,2017,8,13,Standard Class,4,On time
594,2015-03-31,2015,3,31,Standard Class,4,Late
595,2015-07-10,2015,7,10,Standard Class,4,On time
596,2015-07-15,2015,7,15,Second Class,2,Late
597,2015-11-01,2015,11,1,Standard Class,4,On time
598,2015-11-26,2015,11,26,Second Class,2,On time
599,2015-12-01,2015,12,1,Standard Class,4,On time
600,2015-12-22,2015,12,22,Standard Class,4,On time
601,2016-01-04,2016,1,4,Standard Class,4,On time
602,2016-06-08,2016,6,8,First Class,1,Late
603,2016-07-03,2016,7,3,Standard Class,4,On time
604,2016-08-05,2016,8,5,First Class,1,Late
605,2016-08-13,2016,8,13,First Class,1,Late
606,2016-09-02,2016,9,2,First Class,1,On time
607,2016-09-27,2016,9,27,Second Class,2,On time
608,2017-02-21,2017,2,21,Standard Class,4,On time
609,2017-03-01,2017,3,1,Standard Class,4,On time
610,2017-07-02,2017,7,2,Standard Class,4,On time
611,2017-08-01,2017,8,1,First Class,1,Late
612,2017-08-14,2017,8,14,First Class,1,On time
613,2017-09-07,2017,9,7,First Class,1,Late
614,2015-03-09,2015,3,9,Standard Class,4,Late
615,2015-04-29,2015,4,29,Standard Class,4,On time
616,2015-10-08,2015,10,8,Standard Class,4,Late
617,2016-02-28,2016,2,28,Standard Class,4,On time
618,2016-04-16,2016,4,16,Same Day,3,On time
619,2016-08-10,2016,8,10,First Class,1,Late
620,2016-08-13,2016,8,13,Standard Class,4,On time
621,2016-08-24,2016,8,24,Second Class,2,Late
622,2016-08-28,2016,8,28,Standard Class,4,On time
623,2016-09-23,2016,9,23,Same Day,3,Late
624,2016-10-13,2016,10,13,Same Day,3,On time
625,2017-02-01,2017,2,1,Second Class,2,Late
626,2017-02-06,2017,2,6,First Class,1,Late
627,2017-03-14,2017,3,14,Standard Class,4,On time
628,2017-04-27,2017,4,27,Second Class,2,Late
629,2017-06-09,2017,6,9,Standard Class,4,Late
630,2017-08-07,2017,8,7,Standard Class,4,On time
631,2017-08-25,2017,8,25,Standard Class,4,On time
632,2015-02-02,2015,2,2,First Class,1,On time
633,2015-03-30,2015,3,30,Standard Class,4,Late
634,2015-04-08,2015,4,8,Standard Class,4,On time
635,2015-06-07,2015,6,7,Standard Class,4,On time
636,2015-08-19,2015,8,19,Standard Class,4,On time
637,2016-07-01,2016,7,1,Standard Class,4,Late
638,2016-07-09,2016,7,9,Second Class,2,On time
639,2016-08-19,2016,8,19,First Class,1,Late
640,2016-11-22,2016,11,22,Second Class,2,On time
641,2016-12-25,2016,12,25,Same Day,3,On time
642,2017-06-28,2017,6,28,Standard Class,4,Late
643,2015-02-14,2015,2,14,Same Day,3,Late
644,2015-05-27,2015,5,27,First Class,1,Late
645,2016-04-26,2016,4,26,Second Class,2,Late
646,2016-09-08,2016,9,8,Standard Class,4,On time
647,2017-03-12,2017,3,12,Standard Class,4,On time
648,2017-03-20,2017,3,20,Second Class,2,Late
649,2017-04-24,2017,4,24,Standard Class,4,On time
650,2015-02-25,2015,2,25,Standard Class,4,On time
651,2017-01-02,2017,1,2,Standard Class,4,On time
652,2015-01-28,2015,1,28,First Class,1,Late
653,2015-02-15,2015,2,15,Second Class,2,Late
654,2015-05-25,2015,5,25,Second Class,2,Late
655,2015-11-18,2015,11,18,First Class,1,Late
656,2015-12-08,2015,12,8,First Class,1,Late
657,2016-02-03,2016,2,3,Same Day,3,On time
658,2016-07-30,2016,7,30,First Class,1,Late
659,2016-09-30,2016,9,30,Second Class,2,Late
660,2015-03-19,2015,3,19,Standard Class,4,On time
661,2016-02-12,2016,2,12,Standard Class,4,Late
662,2016-05-31,2016,5,31,Standard Class,4,On time
663,2016-05-30,2016,5,30,Standard Class,4,On time
664,2016-08-31,2016,8,31,Standard Class,4,On time
665,2016-11-01,2016,11,1,Standard Class,4,Late
666,2017-06-19,2017,6,19,Standard Class,4,On time
667,2016-11-22,2016,11,22,Same Day,3,On time
668,2017-01-18,2017,1,18,Standard Class,4,On time
669,2015-01-28,2015,1,28,Second Class,2,On time
670,2016-01-11,2016,1,11,Second Class,2,Late
671,2016-03-30,2016,3,30,Second Class,2,Late
672,2016-07-15,2016,7,15,Standard Class,4,Late
673,2017-01-22,2017,1,22,Standard Class,4,Late
674,2017-03-22,2017,3,22,Standard Class,4,Late
675,2017-07-26,2017,7,26,Standard Class,4,Late
676,2015-01-12,2015,1,12,Standard Class,4,On time
677,2015-04-19,2015,4,19,Standard Class,4,On time
678,2015-05-31,2015,5,31,First Class,1,On time
679,2015-06-02,2015,6,2,Standard Class,4,On time
680,2015-07-27,2015,7,27,First Class,1,Late
681,2015-10-10,2015,10,10,Second Class,2,Late
682,2015-12-12,2015,12,12,Same Day,3,Late
683,2015-12-14,2015,12,14,Second Class,2,On time
684,2015-12-17,2015,12,17,First Class,1,On time
685,2016-01-11,2016,1,11,Same Day,3,On time
686,2016-01-24,2016,1,24,First Class,1,On time
687,2016-01-30,2016,1,30,Same Day,3,On time
688,2016-02-16,2016,2,16,Second Class,2,On time
689,2016-02-22,2016,2,22,First Class,1,On time
690,2016-02-23,2016,2,23,First Class,1,On time
691,2016-03-27,2016,3,27,Second Class,2,On time
692,2016-04-19,2016,4,19,Second Class,2,On time
693,2016-05-25,2016,5,25,Standard Class,4,Late
694,2016-07-26,2016,7,26,Standard Class,4,Late
695,2016-07-27,2016,7,27,Standard Class,4,Late
696,2016-10-29,2016,10,29,Standard Class,4,Late
697,2016-12-24,2016,12,24,Standard Class,4,Late
698,2017-01-02,2017,1,2,Standard Class,4,Late
699,2017-03-12,2017,3,12,Standard Class,4,Late
700,2017-04-15,2017,4,15,Standard Class,4,Late
701,2017-06-14,2017,6,14,Standard Class,4,Late
702,2015-03-19,2015,3,19,First Class,1,Late
703,2015-05-19,2015,5,19,Same Day,3,Late
704,2015-06-13,2015,6,13,Same Day,3,On time
705,2015-08-08,2015,8,8,First Class,1,On time
706,2015-08-18,2015,8,18,First Class,1,On time
707,2015-08-26,2015,8,26,Same Day,3,On time
708,2015-11-04,2015,11,4,Same Day,3,On time
709,2015-12-07,2015,12,7,First Class,1,On time
710,2015-12-22,2015,12,22,First Class,1,On time
711,2016-06-27,2016,6,27,Standard Class,4,Late
712,2016-07-28,2016,7,28,Standard Class,4,Late
713,2016-10-27,2016,10,27,Standard Class,4,Late
714,2016-11-20,2016,11,20,Standard Class,4,Late
715,2017-01-30,2017,1,30,Standard Class,4,Late
716,2017-02-07,2017,2,7,Standard Class,4,Late
717,2017-06-29,2017,6,29,Standard Class,4,Late
718,2017-07-24,2017,7,24,Standard Class,4,Late
719,2017-08-25,2017,8,25,Standard Class,4,Late
720,2015-02-20,2015,2,20,Standard Class,4,On time
721,2015-02-22,2015,2,22,Standard Class,4,On time
722,2015-03-05,2015,3,5,Standard Class,4,On time
723,2015-03-29,2015,3,29,Standard Class,4,On time
724,2015-07-02,2015,7,2,Second Class,2,Late
725,2015-10-25,2015,10,25,Same Day,3,On time
726,2015-10-25,2015,10,25,First Class,1,On time
727,2015-11-17,2015,11,17,Same Day,3,On time
728,2016-02-01,2016,2,1,Second Class,2,On time
729,2016-04-04,2016,4,4,Second Class,2,On time
730,2016-07-03,2016,7,3,Standard Class,4,Late
731,2016-07-10,2016,7,10,Standard Class,4,Late
732,2016-07-31,2016,7,31,Standard Class,4,Late
733,2016-08-05,2016,8,5,Standard Class,4,Late
734,2016-08-08,2016,8,8,Standard Class,4,Late
735,2016-10-20,2016,10,20,Standard Class,4,Late
736,2016-12-09,2016,12,9,Standard Class,4,Late
737,2017-02-12,2017,2,12,Standard Class,4,Late
738,2017-05-21,2017,5,21,Standard Class,4,Late
739,2017-08-27,2017,8,27,Standard Class,4,Late
740,2015-02-17,2015,2,17,First Class,1,On time
741,2015-03-29,2015,3,29,First Class,1,On time
742,2016-02-03,2016,2,3,First Class,1,On time
743,2016-03-07,2016,3,7,Same Day,3,On time
744,2016-06-07,2016,6,7,First Class,1,On time
745,2016-12-13,2016,12,13,Second Class,2,On time
746,2015-02-09,2015,2,9,Standard Class,4,On time
747,2015-02-13,2015,2,13,Standard Class,4,On time
748,2016-02-03,2016,2,3,Standard Class,4,Late
749,2016-02-08,2016,2,8,Standard Class,4,Late
750,2016-02-16,2016,2,16,Standard Class,4,Late
751,2016-05-10,2016,5,10,Standard Class,4,Late
752,2016-09-06,2016,9,6,Standard Class,4,Late
753,2016-12-06,2016,12,6,Standard Class,4,Late
754,2016-12-18,2016,12,18,Standard Class,4,Late
755,2017-01-01,2017,1,1,Standard Class,4,Late
756,2017-01-03,2017,1,3,Standard Class,4,Late
757,2017-01-21,2017,1,21,Standard Class,4,Late
758,2017-02-21,2017,2,21,Standard Class,4,Late
759,2017-02-26,2017,2,26,Standard Class,4,Late
760,2017-05-02,2017,5,2,Standard Class,4,Late
761,2017-05-06,2017,5,6,Standard Class,4,Late
762,2017-08-02,2017,8,2,Standard Class,4,Late
763,2015-03-21,2015,3,21,Standard Class,4,On time
764,2015-07-10,2015,7,10,Standard Class,4,Late
765,2015-10-06,2015,10,6,Standard Class,4,Late
766,2016-01-05,2016,1,5,Standard Class,4,Late
767,2016-01-26,2016,1,26,Standard Class,4,Late
768,2016-02-22,2016,2,22,Standard Class,4,Late
769,2016-11-17,2016,11,17,Standard Class,4,Late
770,2017-01-10,2017,1,10,Standard Class,4,Late
771,2017-03-25,2017,3,25,Standard Class,4,Late
772,2017-04-18,2017,4,18,Standard Class,4,Late
773,2017-05-10,2017,5,10,Standard Class,4,Late
774,2017-06-30,2017,6,30,Standard Class,4,Late
775,2015-02-12,2015,2,12,Standard Class,4,On time
776,2015-04-14,2015,4,14,Standard Class,4,On time
777,2015-11-02,2015,11,2,Standard Class,4,On time
778,2016-01-23,2016,1,23,Second Class,2,Late
779,2016-05-30,2016,5,30,Second Class,2,Late
780,2016-07-23,2016,7,23,Same Day,3,Late
781,2016-08-30,2016,8,30,Second Class,2,Late
782,2016-09-02,2016,9,2,First Class,1,Late
783,2016-09-18,2016,9,18,Same Day,3,Late
784,2016-12-02,2016,12,2,Second Class,2,Late
785,2017-02-08,2017,2,8,Second Class,2,Late
786,2017-02-10,2017,2,10,Second Class,2,Late
787,2017-03-25,2017,3,25,Second Class,2,Late
788,2017-08-22,2017,8,22,Second Class,2,Late
789,2015-02-08,2015,2,8,Second Class,2,On time
790,2015-11-05,2015,11,5,Same Day,3,On time
791,2016-03-05,2016,3,5,First Class,1,Late
792,2017-06-24,2017,6,24,Second Class,2,On time
793,2015-03-30,2015,3,30,Standard Class,4,On time
794,2015-06-24,2015,6,24,Standard Class,4,Late
795,2015-09-13,2015,9,13,Standard Class,4,On time
796,2016-02-03,2016,2,3,Standard Class,4,On time
797,2017-01-27,2017,1,27,Standard Class,4,On time
798,2017-01-28,2017,1,28,Standard Class,4,On time
799,2015-05-14,2015,5,14,Second Class,2,On time
800,2015-07-29,2015,7,29,Second Class,2,Late
801,2015-08-21,2015,8,21,First Class,1,Late
802,2015-11-21,2015,11,21,Second Class,2,Late
803,2016-01-15,2016,1,15,Same Day,3,On time
804,2016-02-08,2016,2,8,First Class,1,Late
805,2017-02-22,2017,2,22,First Class,1,Late
806,2017-05-20,2017,5,20,Second Class,2,On time
807,2017-06-14,2017,6,14,Second Class,2,Late
808,2017-09-10,2017,9,10,Same Day,3,On time
809,2015-05-04,2015,5,4,Standard Class,4,On time
810,2015-11-15,2015,11,15,Standard Class,4,Late
811,2015-03-12,2015,3,12,First Class,1,Late
812,2016-04-03,2016,4,3,Second Class,2,On time
813,2017-02-19,2017,2,19,Second Class,2,On time
814,2017-03-29,2017,3,29,First Class,1,Late
815,2015-01-26,2015,1,26,Standard Class,4,On time
816,2015-02-27,2015,2,27,Standard Class,4,On time
817,2016-06-27,2016,6,27,Standard Class,4,On time
818,2017-01-23,2017,1,23,Standard Class,4,Late
819,2017-05-20,2017,5,20,Standard Class,4,On time
820,2017-08-09,2017,8,9,Standard Class,4,On time
821,2016-05-08,2016,5,8,Standard Class,4,On time
822,2015-03-26,2015,3,26,Same Day,3,On time
823,2016-03-11,2016,3,11,First Class,1,Late
824,2016-09-25,2016,9,25,Same Day,3,On time
825,2015-04-19,2015,4,19,Second Class,2,Late
826,2015-06-29,2015,6,29,Second Class,2,Late
827,2016-12-28,2016,12,28,Second Class,2,Late
828,2017-03-16,2017,3,16,First Class,1,Late
829,2017-08-11,2017,8,11,Same Day,3,On time
830,2015-02-23,2015,2,23,Standard Class,4,On time
831,2015-04-19,2015,4,19,Standard Class,4,Late
832,2015-07-22,2015,7,22,Standard Class,4,On time
833,2016-08-03,2016,8,3,Standard Class,4,On time
834,2016-11-22,2016,11,22,Standard Class,4,On time
835,2017-07-16,2017,7,16,Standard Class,4,On time
836,2015-02-20,2015,2,20,First Class,1,Late
837,2015-06-19,2015,6,19,Same Day,3,On time
838,2016-02-05,2016,2,5,First Class,1,Late
839,2016-04-09,2016,4,9,Second Class,2,Late
840,2016-02-08,2016,2,8,Standard Class,4,On time
841,2016-03-10,2016,3,10,Standard Class,4,On time
842,2016-05-13,2016,5,13,Standard Class,4,On time
843,2015-01-09,2015,1,9,Second Class,2,Late
844,2015-01-17,2015,1,17,Same Day,3,On time
845,2015-08-21,2015,8,21,Second Class,2,Late
846,2016-03-13,2016,3,13,Second Class,2,Late
847,2016-06-10,2016,6,10,First Class,1,Late
848,2016-11-19,2016,11,19,First Class,1,Late
849,2017-09-15,2017,9,15,First Class,1,Late
850,2016-03-14,2016,3,14,Standard Class,4,Late
851,2016-05-01,2016,5,1,Standard Class,4,On time
852,2017-08-14,2017,8,14,Standard Class,4,On time
853,2015-02-17,2015,2,17,Standard Class,4,On time
854,2016-01-19,2016,1,19,Standard Class,4,Late
855,2016-02-05,2016,2,5,Standard Class,4,On time
856,2016-12-18,2016,12,18,Standard Class,4,On time
857,2017-05-29,2017,5,29,Standard Class,4,Late
858,2015-03-08,2015,3,8,Second Class,2,Late
859,2015-03-31,2015,3,31,First Class,1,Late
860,2016-08-05,2016,8,5,Second Class,2,Late
861,2016-06-01,2016,6,1,First Class,1,Late
862,2016-09-25,2016,9,25,Second Class,2,Late
863,2017-04-23,2017,4,23,Second Class,2,On time
864,2017-06-29,2017,6,29,Second Class,2,Late
865,2017-09-14,2017,9,14,Same Day,3,On time
866,2015-02-05,2015,2,5,Standard Class,4,On time
867,2016-04-07,2016,4,7,Standard Class,4,On time
868,2016-05-04,2016,5,4,Standard Class,4,On time
869,2016-05-06,2016,5,6,Standard Class,4,On time
870,2015-04-06,2015,4,6,First Class,1,Late
871,2016-05-06,2016,5,6,Second Class,2,Late
872,2016-10-31,2016,10,31,Second Class,2,Late
873,2017-06-23,2017,6,23,Same Day,3,On time
874,2015-06-21,2015,6,21,Standard Class,4,On time
875,2017-07-26,2017,7,26,Standard Class,4,On time
876,2017-06-11,2017,6,11,Second Class,2,On time
877,2017-06-14,2017,6,14,Second Class,2,On time
878,2017-07-15,2017,7,15,Standard Class,4,On time
879,2015-02-24,2015,2,24,Same Day,3,On time
880,2015-08-04,2015,8,4,Second Class,2,On time
881,2015-09-02,2015,9,2,First Class,1,On time
882,2015-11-28,2015,11,28,First Class,1,On time
883,2016-01-07,2016,1,7,First Class,1,On time
884,2016-12-23,2016,12,23,First Class,1,Late
885,2017-02-16,2017,2,16,Second Class,2,Late
886,2017-02-19,2017,2,19,First Class,1,Late
887,2017-03-18,2017,3,18,Second Class,2,Late
888,2015-03-14,2015,3,14,Standard Class,4,Late
889,2015-04-22,2015,4,22,Standard Class,4,On time
890,2016-05-29,2016,5,29,Standard Class,4,On time
891,2016-07-07,2016,7,7,Standard Class,4,On time
892,2016-09-06,2016,9,6,Standard Class,4,On time
893,2016-12-21,2016,12,21,Standard Class,4,On time
894,2017-04-14,2017,4,14,Standard Class,4,On time
895,2017-05-31,2017,5,31,Standard Class,4,Late
896,2017-09-24,2017,9,24,Standard Class,4,Late
897,2015-03-06,2015,3,6,Second Class,2,Late
898,2015-05-03,2015,5,3,Same Day,3,On time
899,2015-10-17,2015,10,17,First Class,1,Late
900,2015-12-09,2015,12,9,Second Class,2,On time
901,2016-01-16,2016,1,16,First Class,1,Late
902,2016-04-11,2016,4,11,First Class,1,Late
903,2016-04-29,2016,4,29,Second Class,2,On time
904,2016-08-27,2016,8,27,Second Class,2,On time
905,2016-10-30,2016,10,30,First Class,1,Late
906,2016-11-22,2016,11,22,First Class,1,Late
907,2017-01-26,2017,1,26,Second Class,2,On time
908,2017-03-01,2017,3,1,Second Class,2,On time
909,2017-03-18,2017,3,18,First Class,1,Late
910,2017-06-20,2017,6,20,First Class,1,Late
911,2015-03-04,2015,3,4,First Class,1,Late
912,2015-03-13,2015,3,13,Standard Class,4,On time
913,2015-06-21,2015,6,21,Standard Class,4,Late
914,2016-04-10,2016,4,10,Standard Class,4,On time
915,2016-04-12,2016,4,12,Standard Class,4,On time
916,2016-07-08,2016,7,8,Standard Class,4,Late
917,2016-09-05,2016,9,5,Standard Class,4,On time
918,2016-12-07,2016,12,7,Standard Class,4,Late
919,2016-12-19,2016,12,19,Standard Class,4,On time
920,2017-02-02,2017,2,2,Standard Class,4,On time
921,2017-03-26,2017,3,26,Standard Class,4,On time
922,2017-04-20,2017,4,20,Standard Class,4,On time
923,2017-08-24,2017,8,24,Standard Class,4,Late
924,2017-09-19,2017,9,19,Standard Class,4,On time
925,2015-05-28,2015,5,28,First Class,1,Late
926,2015-06-16,2015,6,16,First Class,1,Late
927,2015-08-24,2015,8,24,Second Class,2,Late
928,2015-09-16,2015,9,16,First Class,1,Late
929,2016-03-13,2016,3,13,First Class,1,Late
930,2016-06-10,2016,6,10,Second Class,2,Late
931,2016-06-25,2016,6,25,Same Day,3,On time
932,2016-07-08,2016,7,8,Second Class,2,On time
933,2016-08-28,2016,8,28,First Class,1,Late
934,2016-10-28,2016,10,28,Same Day,3,On time
935,2016-11-23,2016,11,23,First Class,1,Late
936,2017-02-18,2017,2,18,First Class,1,Late
937,2017-04-15,2017,4,15,Second Class,2,On time
